id,trial__id,struck_by,race,gender,defendant_race,strike_eligibility,cause_number,same_race,struck_state,year
8777,169,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2006-0044,different race,Not struck by State,2006
8778,169,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2006-0044,different race,Not struck by State,2006
8770,169,Struck by the defense,White,Female,Black,Both State and Defense,2006-0044,different race,Not struck by State,2006
8774,169,Struck by the defense,White,Female,Black,Both State and Defense,2006-0044,different race,Not struck by State,2006
8788,169,Struck by the defense,White,Female,Black,Both State and Defense,2006-0044,different race,Not struck by State,2006
8781,169,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2006-0044,same race,Not struck by State,2006
6771,132,Struck by the defense,White,Male,Black,Both State and Defense,2000-0034,different race,Not struck by State,2000
6686,130,Struck by the defense,White,Male,Black,Both State and Defense,1995-7192,different race,Not struck by State,1995
6687,130,Juror chosen to serve on jury,White,Female,Black,State,1995-7192,different race,Not struck by State,1995
6688,130,Juror chosen to serve on jury,White,Male,Black,State,1995-7192,different race,Not struck by State,1995
6689,130,Juror chosen to serve on jury,White,Female,Black,State,1995-7192,different race,Not struck by State,1995
6690,130,Juror chosen as alternate,White,Male,Black,Both State and Defense,1995-7192,different race,Not struck by State,1995
8824,170,Juror chosen as alternate,Black,Female,White,Both State and Defense,1993-4633,different race,Not struck by State,1993
8826,170,Juror chosen to serve on jury,White,Female,White,State,1993-4633,same race,Not struck by State,1993
8827,170,Juror chosen to serve on jury,White,Female,White,State,1993-4633,same race,Not struck by State,1993
8853,171,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1994-4733,different race,Not struck by State,1994
8854,171,Struck by the defense,White,Male,Black,Both State and Defense,1994-4733,different race,Not struck by State,1994
8855,171,Struck by the state,Black,Male,Black,State,1994-4733,same race,Struck by State,1994
8857,171,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1994-4733,same race,Not struck by State,1994
8858,171,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1994-4733,same race,Not struck by State,1994
8859,171,Struck by the state,Black,Female,Black,State,1994-4733,same race,Struck by State,1994
8860,171,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1994-4733,different race,Not struck by State,1994
8861,171,Struck by the defense,White,Male,Black,Both State and Defense,1994-4733,different race,Not struck by State,1994
8862,171,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1994-4733,different race,Not struck by State,1994
8863,171,Struck by the defense,White,Female,Black,Both State and Defense,1994-4733,different race,Not struck by State,1994
8864,171,Struck by the state,White,Female,Black,State,1994-4733,different race,Struck by State,1994
8865,171,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1994-4733,different race,Not struck by State,1994
8866,171,Struck by the defense,White,Male,Black,Both State and Defense,1994-4733,different race,Not struck by State,1994
8869,171,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1994-4733,same race,Not struck by State,1994
6719,131,Struck by the defense,Black,Female,Black,Both State and Defense,1997-7526,same race,Not struck by State,1997
6721,131,Struck by the defense,White,Female,Black,Both State and Defense,1997-7526,different race,Not struck by State,1997
6722,131,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1997-7526,different race,Not struck by State,1997
6726,131,Struck by the defense,White,Female,Black,Both State and Defense,1997-7526,different race,Not struck by State,1997
6727,131,Struck by the defense,White,Male,Black,Both State and Defense,1997-7526,different race,Not struck by State,1997
6728,131,Struck by the defense,White,Male,Black,Both State and Defense,1997-7526,different race,Not struck by State,1997
6731,131,Struck by the defense,White,Male,Black,Both State and Defense,1997-7526,different race,Not struck by State,1997
6732,131,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1997-7526,different race,Not struck by State,1997
6733,131,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1997-7526,different race,Not struck by State,1997
6734,131,Struck by the state,Black,Female,Black,State,1997-7526,same race,Struck by State,1997
6735,131,Struck by the defense,White,Female,Black,Both State and Defense,1997-7526,different race,Not struck by State,1997
6736,131,Struck by the defense,White,Female,Black,Both State and Defense,1997-7526,different race,Not struck by State,1997
6737,131,Struck by the state,Black,Male,Black,State,1997-7526,same race,Struck by State,1997
6738,131,Struck by the defense,White,Male,Black,Both State and Defense,1997-7526,different race,Not struck by State,1997
6740,131,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1997-7526,different race,Not struck by State,1997
6741,131,Struck by the defense,White,Male,Black,Both State and Defense,1997-7526,different race,Not struck by State,1997
6742,131,Juror chosen to serve on jury,White,Female,Black,State,1997-7526,different race,Not struck by State,1997
6743,131,Struck by the state,White,Male,Black,State,1997-7526,different race,Struck by State,1997
6744,131,Juror chosen to serve on jury,White,Male,Black,State,1997-7526,different race,Not struck by State,1997
6745,131,Struck by the defense,White,Female,Black,Both State and Defense,1997-7526,different race,Not struck by State,1997
6746,131,Juror chosen as alternate,Black,Male,Black,Both State and Defense,1997-7526,same race,Not struck by State,1997
6747,131,Struck by the state,Black,Female,Black,State,1997-7526,same race,Struck by State,1997
6748,131,Juror chosen as alternate,Black,Female,Black,Both State and Defense,1997-7526,same race,Not struck by State,1997
8892,172,Struck by the defense,White,Unknown,Black,Both State and Defense,1995-4806,different race,Not struck by State,1995
8894,172,Struck by the state,Black,Unknown,Black,State,1995-4806,same race,Struck by State,1995
8895,172,Juror chosen to serve on jury,White,Unknown,Black,Both State and Defense,1995-4806,different race,Not struck by State,1995
8897,172,Struck by the state,Black,Unknown,Black,State,1995-4806,same race,Struck by State,1995
8900,172,Struck by the state,Black,Unknown,Black,State,1995-4806,same race,Struck by State,1995
8903,172,Struck by the state,Black,Unknown,Black,State,1995-4806,same race,Struck by State,1995
8905,172,Struck by the state,Black,Unknown,Black,State,1995-4806,same race,Struck by State,1995
8906,172,Struck by the defense,White,Female,Black,Both State and Defense,1995-4806,different race,Not struck by State,1995
8909,172,Struck by the state,Black,Unknown,Black,State,1995-4806,same race,Struck by State,1995
8911,172,Struck by the state,Black,Unknown,Black,State,1995-4806,same race,Struck by State,1995
8912,172,Struck by the defense,White,Female,Black,Both State and Defense,1995-4806,different race,Not struck by State,1995
8913,172,Juror chosen to serve on jury,White,Unknown,Black,Both State and Defense,1995-4806,different race,Not struck by State,1995
7373,142,Struck by the state,Black,Male,Black,State,2010-0050,same race,Struck by State,2010
7374,142,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2010-0050,different race,Not struck by State,2010
7375,142,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2010-0050,same race,Not struck by State,2010
7376,142,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2010-0050,different race,Not struck by State,2010
7377,142,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2010-0050,different race,Not struck by State,2010
7378,142,Struck by the defense,White,Female,Black,Both State and Defense,2010-0050,different race,Not struck by State,2010
7379,142,Struck by the defense,White,Female,Black,Both State and Defense,2010-0050,different race,Not struck by State,2010
8971,173,Juror chosen to serve on jury,White,Unknown,White,Both State and Defense,1996-4996,same race,Not struck by State,1996
8973,173,Struck by the state,White,Unknown,White,State,1996-4996,same race,Struck by State,1996
9015,174,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1997-6019,same race,Not struck by State,1997
9016,174,Struck by the state,Black,Female,Black,State,1997-6019,same race,Struck by State,1997
9017,174,Struck by the defense,White,Female,Black,Both State and Defense,1997-6019,different race,Not struck by State,1997
9021,174,Struck by the state,Black,Male,Black,State,1997-6019,same race,Struck by State,1997
9022,174,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1997-6019,different race,Not struck by State,1997
9023,174,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1997-6019,different race,Not struck by State,1997
9024,174,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,1997-6019,same race,Not struck by State,1997
9025,174,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1997-6019,same race,Not struck by State,1997
9026,174,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1997-6019,different race,Not struck by State,1997
6224,121,Struck by the defense,Black,Male,White,Both State and Defense,2000-0019[2],different race,Not struck by State,2000
7381,142,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,2010-0050,same race,Not struck by State,2010
7382,142,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2010-0050,same race,Not struck by State,2010
7383,142,Struck by the state,Black,Female,Black,State,2010-0050,same race,Struck by State,2010
7384,142,Struck by the defense,White,Female,Black,Both State and Defense,2010-0050,different race,Not struck by State,2010
7385,142,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2010-0050,different race,Not struck by State,2010
7386,142,Struck by the defense,White,Male,Black,Both State and Defense,2010-0050,different race,Not struck by State,2010
7387,142,Struck by the defense,White,Male,Black,Both State and Defense,2010-0050,different race,Not struck by State,2010
7388,142,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,2010-0050,same race,Not struck by State,2010
7389,142,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2010-0050,same race,Not struck by State,2010
7390,142,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,2010-0050,same race,Not struck by State,2010
7391,142,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2010-0050,different race,Not struck by State,2010
7392,142,Struck by the state,Black,Female,Black,State,2010-0050,same race,Struck by State,2010
7393,142,Struck by the state,White,Female,Black,State,2010-0050,different race,Struck by State,2010
